"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"nfix",1.26969000703009e-12,-1.05700556788924,0.085,0.329,5.10555048726869e-08
"kcnq2",1.27786630928351e-12,-0.737858891922038,0.112,0.394,5.13842821625991e-08
"jpt1",1.33163559298436e-12,-0.313524917559954,0,0.129,5.35463988294941e-08
"ccl25",1.33163559298436e-12,-0.320950657374653,0,0.129,5.35463988294941e-08
"supt4a",1.33163559298436e-12,-0.322243517774118,0,0.129,5.35463988294941e-08
"cstf2",1.33163559298436e-12,-0.330321515285406,0,0.129,5.35463988294941e-08
"bola2",1.33163559298436e-12,-0.370619975283462,0,0.129,5.35463988294941e-08
"smim11",1.33163559298436e-12,-0.373012657703981,0,0.129,5.35463988294941e-08
"zfp651",1.33163559298436e-12,-0.376667334689895,0,0.129,5.35463988294941e-08
"zfp260",1.33163559298436e-12,-0.393884792050057,0,0.129,5.35463988294941e-08
"2610037d02rik",1.33163559298436e-12,-0.404435128427017,0,0.129,5.35463988294941e-08
"erbin",1.33163559298436e-12,-0.42031277188138,0,0.129,5.35463988294941e-08
"mta1",1.33163559298436e-12,-0.421579904204399,0,0.129,5.35463988294941e-08
"selenoi",1.33163559298436e-12,-0.445962758516132,0,0.129,5.35463988294941e-08
"c78859",1.33163559298436e-12,-0.460192903389095,0,0.129,5.35463988294941e-08
"zfp386",1.33163559298436e-12,-0.460668423712912,0,0.129,5.35463988294941e-08
"mtif2",1.33163559298436e-12,-0.492409780361705,0,0.129,5.35463988294941e-08
"paxx",1.33163559298436e-12,-0.500689318007937,0,0.129,5.35463988294941e-08
"0610037l13rik",1.33163559298436e-12,-0.508057069672007,0,0.129,5.35463988294941e-08
"nell1",1.33163559298436e-12,-0.512716295444622,0,0.129,5.35463988294941e-08
"thap12",1.33163559298436e-12,-0.525204783396865,0,0.129,5.35463988294941e-08
"il11ra1",1.33163559298436e-12,-0.555364708275772,0,0.129,5.35463988294941e-08
"ercc5",1.33163559298436e-12,-0.646590916570625,0,0.129,5.35463988294941e-08
"ercc2",1.33163559298436e-12,-0.693915775451725,0,0.129,5.35463988294941e-08
"dpm2",1.47888688806913e-12,-0.509399218427406,0.021,0.2,5.94675206561478e-08
"rsrp1",1.54138856532733e-12,-0.65426720045106,0.242,0.594,6.19807756003774e-08
"ina",1.56203320856576e-12,-0.638593101580109,0.093,0.361,6.2810917349638e-08
"golga8b",1.57051715088871e-12,1.40667701614904,0.266,0,6.31520651543858e-08
"slc30a9",1.6032959564187e-12,-0.648848069925193,0.088,0.348,6.44701337035522e-08
"dopey1",1.61410257826286e-12,-0.522299248009776,0.098,0.374,6.49046787745279e-08
"ppm1e",1.64923379188949e-12,-0.479571257223252,0.021,0.2,6.63173400056683e-08
"ctsl",1.66441489081271e-12,-0.699042629981003,0.077,0.329,6.692778717447e-08
"ndufaf4",1.66830488484297e-12,-0.436756868915931,0.011,0.168,6.70842077244207e-08
"laptm4a",1.67258755862737e-12,-0.490276300485548,0.053,0.284,6.72564183199653e-08
"ppp1r9b",1.73579897834609e-12,-0.558916457354048,0.061,0.297,6.97982127182747e-08
"cbarp",1.91687416133376e-12,-0.579461613862192,0.064,0.303,7.70794269013919e-08
"pmepa1",1.92973771756028e-12,-0.626711788420665,0.048,0.265,7.75966833608166e-08
"atp6v1a",2.20009767202594e-12,-0.495838414917756,0.162,0.497,8.84681274898353e-08
"ndufa3",2.23883927518185e-12,-0.352371620282594,0.04,0.252,9.00259660943373e-08
"ip6k1",2.38580936529561e-12,-0.669615462152868,0.101,0.368,9.59357803879016e-08
"rbm18",2.40962145112663e-12,-0.37419850329313,0.024,0.206,9.6893288171253e-08
"vstm2a",2.42393356778318e-12,-0.590438710714088,0.066,0.303,9.74687926941293e-08
"ulk3",2.56357009430021e-12,1.49526763815391,0.37,0.09,1.03083717061906e-07
"kcnt1",2.58541524059764e-12,-0.571595286013356,0.016,0.181,1.03962132239672e-07
"chchd1",2.65231455275932e-12,-0.375098423324809,0.024,0.206,1.06652220481005e-07
"tcf12",2.72849237113161e-12,-0.553733132634446,0.035,0.232,1.09715406735573e-07
"hmp19",2.88741008020238e-12,1.5766447341121,0.261,0,1.16105646735018e-07
"ngfrap1",2.88741008020238e-12,1.36107502864978,0.261,0,1.16105646735018e-07
"slc6a17",3.06186522256344e-12,-0.517666776497199,0.085,0.342,1.23120662464498e-07
"rgs16",3.08053631097165e-12,1.56890049438459,0.287,0.019,1.23871445600481e-07
"ppp1r7",3.34076874821994e-12,-0.477368064456432,0.043,0.252,1.34335652134672e-07
"eif4g3",3.38094518281892e-12,-0.548525098410443,0.117,0.4,1.35951186746331e-07
"anapc2",3.54871078710206e-12,-0.279336703692063,0.003,0.135,1.42697209460161e-07
"ppp1ca",3.6094336616119e-12,-0.490748509665111,0.045,0.258,1.45138936967076e-07
"emb",3.80211446171165e-12,-0.511151752438884,0.016,0.181,1.52886824619887e-07
"prr4",3.90877429796389e-12,1.41233758632652,0.258,0,1.57175723295426e-07
"ankrd36c",3.90881667699659e-12,1.4350528100392,0.258,0,1.5717742739871e-07
"fopnl",4.39617034256827e-12,-0.252190062564786,0.016,0.181,1.76774405645013e-07
"gigyf1",4.81002706467204e-12,-0.563059066727781,0.114,0.394,1.93415998297527e-07
"1110008p14rik",5.02736173299259e-12,-0.259710040629362,0,0.123,2.02155242645365e-07
"babam2",5.02736173299259e-12,-0.272679531481449,0,0.123,2.02155242645365e-07
"gm4924",5.02736173299259e-12,-0.274472238242465,0,0.123,2.02155242645365e-07
"2410004b18rik",5.02736173299259e-12,-0.292771637880354,0,0.123,2.02155242645365e-07
"caml",5.02736173299259e-12,-0.323281841948967,0,0.123,2.02155242645365e-07
"zfp738",5.02736173299259e-12,-0.34810640070713,0,0.123,2.02155242645365e-07
"zfp639",5.02736173299259e-12,-0.361852869299023,0,0.123,2.02155242645365e-07
"ai413582",5.02736173299259e-12,-0.361874926352142,0,0.123,2.02155242645365e-07
